AMER_UI_Ascension_Force_TheFalcon_Title	<font color='ebc808' size='30'>The Falcon</font>
AMER_UI_Ascension_Inertia_TheGladiator_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +6 Initiative.<br><font color='cb9780'>»</font> +8% Dodge Chance.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_2.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +2 Maximum <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> stacks.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Learn the Mercy skill, which activates <font color="ebc808" size="20" face="Averia Serif">Benevolence</font> on allies around you.<br><font color='cb9780'>  »</font> Once per round, when you reach 10 or more stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font>, emulate the effects of Mercy.<br><font color='cb9780'>  »</font> +2% to Elemental Resistances.<br><font color='ebc808' size='21'>2) </font>After you have suffered total damage exceeding 70% of your maximum Vitality (-1% per Constitution over 10, minimum of 20%), activate <font color="ebc808" size="20" face="Averia Serif">Ward</font> for 1 turn.<br><font color='ebc808' size='21'>3) </font>Once per turn, when you have two weapons equipped and an attack misses you, activate <font color="ebc808" size="20" face="Averia Serif">Ward</font> for 1 turn.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_3.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Learn the Mercy skill, which activates <font color="ebc808" size="20" face="Averia Serif">Benevolence</font> on allies around you.<br><font color='cb9780'>»</font> Once per round, when you reach 10 or more stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font>, emulate the effects of Mercy.<br><font color='cb9780'>»</font> +2% to Elemental Resistances.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> After you have suffered total damage exceeding 70% of your maximum Vitality (-1% per Constitution over 10, minimum of 20%), activate <font color="ebc808" size="20" face="Averia Serif">Ward</font> for 1 turn.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_3.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per turn, when you have two weapons equipped and an attack misses you, activate <font color="ebc808" size="20" face="Averia Serif">Ward</font> for 1 turn.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Benevolence</font> applies 2 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> to allies it affects.<br><font color='ebc808' size='21'>2) </font>When you activate <font color="ebc808" size="20" face="Averia Serif">Ward</font>, restore 5% of your total Vitality and remove 1 stack of Battered or Harried, whichever is higher.<br><font color='ebc808' size='21'>3) </font>If you have <font color="ebc808" size="20" face="Averia Serif">Ward</font>, <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions restore 20% of your missing Physical and Magical Armor, and gain +0.75% damage per percent of your current Physical and Magical Armor.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_4.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Benevolence</font> applies 2 stacks of <font color="ebc808" size="20" face="Averia Serif">Adaptation</font> to allies it affects.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_4.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> When you activate <font color="ebc808" size="20" face="Averia Serif">Ward</font>, restore 5% of your total Vitality and remove 1 stack of Battered or Harried, whichever is higher.</p>
AMER_UI_Ascension_Inertia_TheGladiator_Node_4.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> If you have <font color="ebc808" size="20" face="Averia Serif">Ward</font>, <font color="ebc808" size="20" face="Averia Serif">Centurion</font> reactions restore 20% of your missing Physical and Magical Armor, and gain +0.75% damage per percent of your current Physical and Magical Armor.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Title	<font color='ebc808' size='30'>The Hippopotamus</font>
AMER_UI_Ascension_Inertia_TheHippopotamus_Desc_A	"Blows merely brush the dust from its hide."<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Inertia_TheHippopotamus_Rewards	Requires: 4 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>, 2 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.<br>Completion grants: 2 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +1% Physical Resistance.<br><font color='cb9780'>  »</font> +3% Water Resistance.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Aerotheurge.<br><font color='ebc808' size='21'>2) </font>+1 Geomancer.<br><font color='ebc808' size='21'>3) </font>+1 Hydrosophist.<br><font color='ebc808' size='21'>4) </font>+1 Warfare.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Aerotheurge.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Geomancer.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Hydrosophist.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_0.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Warfare.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>.<br><font color='ebc808' size='21'>2) </font>+1 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.<br><font color='ebc808' size='21'>3) </font>+1 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>.<br><font color='ebc808' size='21'>4) </font>+1 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.<br><font color='ebc808' size='21'>5) </font>+1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='beb3ff' size='20' face='Averia Serif'>Entropy</font>.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_1.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_1.4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Once per round per ally, <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions can be performed on allies you can see that perform a critical strike, if they are missing Vitality. <br><font color='cb9780'>  »</font> +1 free Celestial reaction per round.<br><font color='ebc808' size='21'>2) </font>Unlock basic activation of <font color="ebc808" size="20" face="Averia Serif">Prosperity</font>.<br><font color='ebc808' size='21'>3) </font>Once per round, activate <font color="ebc808" size="20" face="Averia Serif">Prosperity</font> for 1 turn when you activate <font color="ebc808" size="20" face="Averia Serif">Ward</font>, regardless of your Vitality.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per round per ally, <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions can be performed on allies you can see that perform a critical strike, if they are missing Vitality. <br><font color='cb9780'>»</font> +1 free Celestial reaction per round.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Unlock basic activation of <font color="ebc808" size="20" face="Averia Serif">Prosperity</font>.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per round, activate <font color="ebc808" size="20" face="Averia Serif">Prosperity</font> for 1 turn when you activate <font color="ebc808" size="20" face="Averia Serif">Ward</font>, regardless of your Vitality.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions also restore 15% of target's missing Physical and Magical Armor (+2% per <font color="73b3f2" size="20" face="Averia Serif">Inertia</font>).<br><font color='ebc808' size='21'>2) </font><font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions activate <font color="ebc808" size="20" face="Averia Serif">Violent Strike</font> for allies.<br><font color='cb9780'>  »</font> +14% invested Constitution.<br><font color='ebc808' size='21'>3) </font><font color="ebc808" size="20" face="Averia Serif">Prosperity</font> grants +10% physical and piercing resistance.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_3.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions also restore 15% of target's missing Physical and Magical Armor (+2% per <font color="73b3f2" size="20" face="Averia Serif">Inertia</font>).</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions activate <font color="ebc808" size="20" face="Averia Serif">Violent Strike</font> for allies.<br><font color='cb9780'>»</font> +14% invested Constitution.</p>
AMER_UI_Ascension_Inertia_TheHippopotamus_Node_3.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Prosperity</font> grants +10% physical and piercing resistance.</p>
AMER_UI_Ascension_Inertia_TheRhinoceros_Title	<font color='ebc808' size='30'>The Rhinoceros</font>
AMER_UI_Ascension_Inertia_TheRhinoceros_Desc_A	"Tread heavily; strike mercilessly."<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Inertia_TheRhinoceros_Rewards	Requires: 2 <font color='4ae88c' size='20' face='Averia Serif'>Form</font>, 4 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.<br>Completion grants: 2 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>.
AMER_UI_Ascension_Inertia_TheRhinoceros_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +1% Physical Resistance.<br><font color='cb9780'>  »</font> +3% Earth Resistance.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Aerotheurge.<br><font color='ebc808' size='21'>2) </font>+1 Geomancer.<br><font color='ebc808' size='21'>3) </font>+1 Hydrosophist.<br><font color='ebc808' size='21'>4) </font>+1 Warfare.</p>
